id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
2595,e,7.24,f,y,n,f,e,c,p,4.62,13.11,,,w,,,t,l,,w,a
2596,p,14.46,s,k,n,f,d,c,y,7.65,41.28,,k,n,,,f,f,,d,u
2597,e,1.14,c,g,n,t,a,,p,5.39,0.96,,,n,,,f,f,,h,u
2598,p,2.83,b,,g,f,a,,g,5.35,2.14,,s,n,,,f,f,,d,u
2599,p,2.48,x,g,e,f,a,,w,6.85,2.45,,,n,,,f,f,,d,u
2600,e,3.73,x,h,n,f,,c,n,7.47,7.07,,s,w,,w,f,f,k,d,s
2601,e,9.66,x,i,n,t,e,,p,8.76,17.23,,y,w,,,t,l,,l,a
2602,p,4.47,o,,w,f,f,f,f,5.79,31.0,,g,w,,,t,f,,d,a
2603,e,3.24,x,h,n,f,,c,n,5.41,5.51,,s,w,,w,f,f,k,d,w
2604,p,7.69,x,i,n,f,a,,k,8.66,7.43,,i,n,,k,t,z,k,d,a
2605,e,8.54,x,h,y,t,x,c,y,8.28,16.29,,,w,,,f,f,,d,a
2606,p,4.74,x,s,y,f,a,c,y,6.35,6.92,,g,o,,,f,f,,g,u
2607,p,6.61,s,d,e,t,d,c,n,6.65,8.83,,,n,,,f,f,,d,a
2608,e,4.64,x,,w,f,x,c,w,8.37,9.15,b,,w,,w,t,,,g,u
2609,e,10.58,s,s,r,f,x,,n,7.7,22.89,,,p,,,f,f,,d,a
2610,e,6.37,x,e,y,f,x,c,w,7.45,22.13,,,w,,,f,f,,d,a
2611,e,3.91,x,t,n,f,p,,n,4.94,11.73,,,n,,,f,f,,d,u
2612,p,4.61,b,h,n,f,,,n,11.32,6.35,,,w,,,t,,k,g,w
2613,e,9.22,x,s,u,f,a,c,w,5.41,16.66,,,w,,,f,f,,d,a
2614,p,8.84,x,t,p,t,d,c,p,8.38,16.26,,,p,,,t,f,,d,a
2615,p,1.45,x,,n,f,,,k,4.61,2.43,,s,n,,,f,f,k,g,a
2616,e,10.61,s,,w,t,d,c,y,6.12,24.67,,,w,,,f,f,,d,a
2617,e,7.08,x,h,w,f,e,,w,5.94,13.27,b,,y,u,y,t,g,,d,a
2618,e,3.57,s,,n,f,f,f,f,6.69,8.67,,,y,,,f,f,,d,a
2619,e,11.04,s,,w,t,d,c,p,4.92,20.67,,,w,,,f,f,,d,a
2620,p,6.85,s,,r,t,d,,o,4.3,12.5,,,w,,,t,f,,d,u
2621,p,1.87,b,g,y,f,,c,n,5.81,3.06,,,n,,,f,f,,m,s
2622,p,7.09,f,,g,f,d,c,w,5.99,10.16,b,,n,,,f,f,,l,a
2623,e,7.63,p,s,w,f,e,c,n,5.06,12.44,,,w,,w,t,e,,g,a
2624,e,8.3,f,s,b,f,d,d,b,6.31,12.64,,,w,,,f,f,,d,a
2625,e,6.2,x,d,y,t,p,,y,7.51,16.33,,,y,,,f,f,,d,a
2626,e,9.48,f,,u,f,s,c,u,8.21,21.07,,,b,,,f,f,,l,a
2627,p,6.63,s,h,n,t,d,,w,4.48,12.88,,t,r,,,f,f,,d,u
2628,p,13.5,f,,g,f,e,,w,11.4,17.47,,,w,u,w,t,e,,d,a
2629,p,3.77,f,k,w,f,s,,p,5.09,3.26,,,n,,,f,f,p,g,a
2630,e,6.24,x,d,e,t,p,,y,5.95,11.62,,,e,,,f,f,,d,u
2631,e,3.77,x,s,p,f,a,c,e,4.26,7.13,,,o,,,f,f,,m,a
2632,e,3.48,f,s,w,f,d,d,w,3.81,6.0,,,w,,,f,f,,m,a
2633,e,8.68,x,y,e,f,,,w,5.83,22.7,b,,n,,w,t,e,,d,u
2634,p,1.6,b,h,n,f,a,,n,4.91,1.62,,t,n,,,f,f,,g,u
2635,p,10.08,x,h,n,f,s,,p,7.87,17.19,,i,n,,,f,f,,d,a
2636,p,2.14,x,g,e,f,a,,w,6.74,2.36,,,w,,,f,f,,d,u
2637,e,5.05,x,s,n,f,p,,n,5.38,9.6,,,n,,,f,f,,d,a
2638,e,3.77,s,,n,f,f,f,f,6.56,7.44,,,y,,,f,f,,d,a
2639,p,6.22,s,d,e,t,d,c,y,6.14,9.37,,,n,,,f,f,,d,u
2640,e,10.99,s,t,w,t,d,c,o,5.75,16.69,,,w,,,f,f,,d,u
2641,e,0.99,p,g,g,f,,,g,2.9,1.48,,,w,,,f,f,,d,s
2642,p,1.52,b,h,n,f,a,,n,4.25,1.37,,t,n,,,f,f,,h,u
2643,p,3.44,f,,u,f,a,,w,3.91,6.94,,,y,,,f,f,,d,a
2644,e,5.59,s,,n,f,d,c,w,5.61,7.12,,s,w,,,f,f,,d,u
2645,p,6.86,x,,g,f,d,c,y,6.23,11.12,b,,n,,,f,f,,d,a
2646,p,5.82,x,s,n,f,s,,n,5.31,6.82,,y,n,,,f,f,,d,a
2647,p,1.49,x,g,n,f,d,d,n,1.71,2.46,,s,n,,,f,f,,h,a
2648,e,0.76,x,g,p,f,a,,n,4.42,1.01,,s,k,,,f,f,,d,w
2649,e,1.96,x,,w,f,,d,w,5.47,3.57,,,w,,,f,f,,d,a
2650,p,2.78,b,,g,f,a,,n,9.54,2.43,,,n,,w,f,f,k,g,u
2651,p,2.06,b,,n,f,a,,g,5.17,2.05,,s,g,,,f,f,,d,a
2652,p,7.41,x,h,r,f,,c,w,10.69,14.2,,,w,u,w,t,p,,d,u
2653,p,6.02,x,k,n,f,p,,e,5.61,10.14,,,y,,,f,f,,d,a
2654,p,7.31,b,t,w,f,e,c,w,12.96,12.9,,y,w,u,w,t,l,,d,a
2655,e,6.09,f,s,b,f,x,c,w,8.06,11.04,,s,n,,,f,f,,l,w
2656,p,3.16,b,,g,f,a,,k,9.78,2.67,,,g,,w,f,f,k,g,u
2657,p,3.25,x,t,n,f,s,c,n,5.17,8.58,,,w,,n,t,z,,d,u
2658,e,6.14,x,h,n,f,x,c,n,3.9,5.05,,y,n,,,t,r,,d,w
2659,e,5.04,f,t,n,f,s,,y,8.61,11.9,,t,o,,,f,f,,d,w
2660,e,6.04,s,l,w,f,d,,w,3.62,8.11,,,w,,,f,f,,g,a
2661,p,8.68,s,t,p,t,d,c,p,7.85,14.0,,,p,,,t,f,,d,a
2662,e,6.27,x,,n,t,p,,g,9.29,19.21,,y,w,,,f,f,,d,u
2663,e,10.8,f,,n,f,s,c,g,6.75,18.33,b,,u,,,f,f,,d,w
2664,p,8.4,x,,u,t,x,,u,9.6,20.5,s,,u,,u,f,f,,d,a
2665,p,3.03,b,,k,f,a,,n,8.59,2.42,,,n,,w,f,f,k,g,a
2666,e,9.3,x,,y,f,a,c,w,6.59,15.88,,,g,,,f,f,,d,a
2667,p,0.83,x,,o,f,d,,o,4.49,0.87,,,o,,,f,f,w,g,a
2668,p,7.25,x,g,n,f,e,,w,6.87,11.96,,y,w,u,w,t,p,,d,a
2669,p,9.05,x,h,n,f,s,,p,7.7,17.65,,i,n,,,f,f,,d,a
2670,p,6.63,b,t,w,f,e,c,w,11.77,12.34,,y,w,u,w,t,l,,d,u
2671,p,6.55,x,w,p,f,s,c,p,4.03,9.64,,,p,,,f,f,,d,a
2672,e,1.44,c,g,n,f,a,,g,4.97,1.33,,,g,,,f,f,,l,u
2673,e,11.14,x,s,y,f,p,,n,9.24,19.42,,,n,,,f,f,,d,u
2674,e,6.24,f,s,n,f,x,c,w,7.13,10.05,,s,n,,,f,f,,l,w
2675,p,7.15,x,h,e,f,x,d,w,5.65,17.18,b,,w,,,f,f,,d,a
2676,e,3.12,f,s,w,f,d,d,w,3.33,5.98,,,w,,,f,f,,g,w
2677,p,12.74,x,h,g,t,s,,p,7.18,17.3,,i,n,,,f,f,,d,u
2678,p,3.84,x,t,n,f,a,c,n,4.72,6.15,,y,n,,,t,z,,d,a
2679,p,1.46,x,,n,f,,,n,4.82,2.41,,s,n,,,f,f,k,g,a
2680,e,7.74,x,t,n,f,p,d,y,7.37,12.22,,s,n,,,f,f,,d,u
2681,p,5.04,f,t,n,f,x,c,p,6.65,4.49,,i,g,,,f,f,,d,a
2682,p,4.03,f,d,n,f,x,c,y,4.64,3.64,b,i,n,,,f,f,,l,a
2683,e,1.22,b,g,g,f,,,g,2.74,1.48,,,w,,,f,f,,d,a
2684,p,7.02,x,g,n,f,e,,w,7.16,13.12,,y,w,u,w,t,p,,d,u
2685,p,17.4,s,s,k,f,d,c,y,5.48,26.42,,,k,,,f,f,,d,u
2686,p,3.15,f,h,n,f,,,n,7.18,2.86,,,y,,,f,f,,g,u
2687,e,7.89,s,,n,f,,,w,4.65,23.13,,,n,,,f,f,,d,u
2688,p,3.14,f,d,b,f,x,c,w,3.77,2.59,b,i,n,,,f,f,,l,u
2689,e,3.84,s,,n,f,f,f,f,6.17,7.97,,,o,,,f,f,,,a
2690,p,3.59,f,k,n,f,s,,p,3.64,2.56,,,n,,,f,f,p,g,a
2691,e,6.35,x,y,n,f,e,c,w,5.64,9.72,,y,n,,,f,f,,d,a
2692,p,1.61,x,k,n,f,,,n,4.77,1.49,,,n,,,f,f,,d,a
2693,e,52.87,o,y,y,f,p,,y,7.16,35.87,,k,n,,,f,f,,d,u
2694,p,7.31,s,t,n,f,x,c,y,6.8,15.21,,,y,,,f,f,,d,a
2695,p,11.12,o,,n,f,f,f,f,3.97,26.18,,g,n,,,f,f,,d,s
2696,e,52.37,o,y,y,f,p,,y,7.37,44.86,,k,k,,,f,f,,d,a
2697,e,7.59,s,,n,f,s,c,g,8.47,22.76,b,,u,,,f,f,,g,a
2698,p,3.39,x,y,n,f,a,,w,5.88,3.63,,y,n,,,t,r,,h,u
2699,p,2.93,x,t,n,f,a,c,n,3.12,5.52,,y,n,,,t,z,,d,u
2700,p,1.06,x,g,w,f,a,d,w,3.35,1.61,,,e,,,f,f,,d,u
2701,p,0.68,x,,o,f,d,,o,4.65,1.02,,,y,,,f,f,w,g,a
2702,e,6.73,x,l,w,f,d,,p,3.24,8.36,,,w,,,f,f,,d,a
2703,p,3.14,x,t,n,f,s,c,p,5.52,8.56,,,w,,n,t,z,,d,u
2704,e,6.81,x,,n,t,p,,g,11.53,22.09,,y,w,,,f,f,,d,a
2705,e,1.75,x,w,g,f,,d,k,5.37,2.63,,,w,,,f,f,,d,w
2706,e,12.02,x,h,n,t,p,,y,8.36,22.64,,,n,,,f,f,,d,a
2707,e,3.91,x,h,n,f,,c,n,6.71,6.82,,s,w,,w,f,f,k,d,u
2708,p,12.24,o,,n,f,f,f,f,3.93,26.25,,g,n,,,f,f,,d,s
2709,p,8.09,b,y,w,f,,,p,16.47,18.21,,,w,,,f,f,,d,a
2710,e,22.32,s,s,k,f,a,d,k,9.45,23.49,,,w,,,f,f,w,d,u
2711,e,8.36,x,s,n,f,e,c,w,6.63,9.93,,i,n,,,f,f,,d,a
2712,p,3.98,x,h,o,f,a,c,n,4.45,5.92,,y,o,,,t,z,,d,a
2713,e,3.88,x,t,n,f,a,d,w,3.93,5.51,,t,o,,,f,f,,d,a
2714,p,2.18,f,s,o,f,d,,o,2.11,5.65,,,o,,,f,f,,m,u
2715,p,0.71,x,g,o,f,,,y,3.47,0.7,,,y,,,f,f,,d,a
2716,p,2.03,p,t,n,f,a,c,g,7.03,2.66,,t,y,,,t,e,,m,a
2717,e,7.21,s,,y,f,a,c,w,7.35,16.33,,,w,,,f,f,,d,w
2718,e,7.35,x,,n,t,p,,g,9.46,22.22,,y,w,,,f,f,,d,u
2719,p,4.35,x,t,n,f,s,c,p,5.94,9.03,,,w,,n,t,z,,d,u
2720,e,13.12,f,e,l,f,x,c,w,8.45,24.81,,,w,,,f,f,,d,a
2721,e,3.22,x,d,n,f,p,,y,3.47,8.75,,,n,,,f,f,,d,a
2722,e,6.36,s,s,o,f,d,d,o,6.09,11.73,,,w,,,f,f,,g,a
2723,p,0.63,f,,o,f,d,,o,3.98,0.93,,,o,,,f,f,w,g,a
2724,e,3.98,s,,n,f,f,f,f,6.35,6.85,,,y,,,f,f,,d,u
2725,p,6.98,c,e,y,t,x,c,r,7.48,12.48,,,w,,,f,f,,d,a
2726,p,0.85,b,t,y,f,,c,g,3.75,2.64,,,n,,,t,f,,m,u
2727,p,3.58,b,y,e,f,e,c,w,4.41,3.48,,k,w,,,t,e,,m,u
2728,p,6.27,s,d,n,t,d,c,n,5.89,6.1,,,n,,,f,f,,d,a
2729,e,5.7,b,h,k,f,s,d,g,4.71,9.59,,s,g,,,f,f,,d,u
2730,e,5.25,f,h,o,f,a,d,y,7.11,5.24,,s,o,,,f,f,,d,s
2731,p,6.0,f,k,y,f,p,,n,3.77,5.39,,k,n,,,t,f,,d,u
2732,e,7.18,x,s,n,f,e,c,p,7.09,10.28,,i,w,,,f,f,p,d,u
2733,e,7.61,x,y,w,f,e,c,p,3.96,10.98,,,w,,w,t,e,,m,u
2734,p,8.26,b,y,w,f,,,k,14.72,16.99,,,w,,,f,f,,d,a
2735,e,7.41,x,y,n,f,e,c,p,5.53,9.94,,y,n,,,f,f,,d,a
2736,p,9.32,x,e,n,f,a,,n,10.3,14.33,s,,n,,e,f,f,,h,a
2737,e,4.62,x,y,g,f,s,,g,3.72,7.48,,,w,,,f,f,,d,a
2738,p,3.26,f,t,y,f,a,,y,5.28,6.65,,t,o,,,f,f,,g,a
2739,p,4.64,c,k,w,t,x,c,y,5.71,10.67,,,w,,,f,f,,d,a
2740,p,3.7,f,t,n,f,x,c,p,5.97,4.7,,i,n,,,f,f,,m,a
2741,p,5.89,s,d,y,f,d,c,o,3.43,6.43,,,y,,,f,f,,h,u
2742,p,7.99,p,y,n,f,,,k,12.62,18.37,,,w,,,f,f,,d,a
2743,p,6.29,b,s,g,f,,,w,11.81,12.16,,s,w,,,t,z,,g,s
2744,e,4.23,x,h,n,f,a,c,w,5.22,5.32,,y,n,,,t,r,,d,w
2745,p,6.41,b,d,n,f,a,c,y,5.54,6.86,,i,n,,,t,,,d,u
2746,p,2.6,b,y,p,f,e,c,n,3.43,3.45,,k,y,,,t,e,,d,u
2747,p,7.31,p,g,n,f,e,,w,7.99,15.09,,y,w,u,w,t,p,,d,u
2748,p,7.59,x,i,n,f,a,,n,10.04,13.56,s,,n,,n,f,f,,d,a
2749,e,8.02,s,l,w,f,d,,p,3.8,10.39,,,w,,,f,f,,d,u
2750,p,5.99,x,,e,f,,c,w,3.47,12.23,,,y,,,f,f,,d,a
2751,e,8.6,x,,g,t,p,,g,11.43,24.42,,,w,,,f,f,,d,u
2752,e,9.28,x,i,n,t,e,,p,8.17,18.21,,y,w,,,t,p,,d,a
2753,e,9.36,x,e,y,f,x,c,w,7.19,18.48,,,w,,,f,f,,d,a
2754,p,15.15,f,t,n,t,d,c,w,6.12,24.85,,,g,,,f,f,,l,a
2755,p,5.76,s,,y,t,d,,o,4.21,11.95,,,w,,,t,f,,d,u
2756,p,15.16,x,d,w,t,d,d,n,6.37,32.68,,,w,,,f,f,,d,u
2757,e,4.74,x,s,o,f,p,,n,4.8,11.56,,,e,,,f,f,,d,a
2758,p,5.96,c,k,w,t,x,c,y,7.18,12.72,,,w,,,f,f,,d,a
2759,e,4.92,x,h,n,f,p,,n,5.93,11.78,,,n,,,f,f,,d,a
2760,p,1.64,f,t,n,f,,,n,7.23,3.15,,,n,,,f,f,,g,u
2761,e,7.28,x,l,w,f,d,,p,3.94,10.01,,,w,,,f,f,,g,u
2762,p,1.96,b,,n,f,a,,g,4.91,1.99,,s,n,,,f,f,,d,u
2763,e,6.09,f,h,g,f,s,d,w,5.32,10.43,,s,g,,,f,f,,d,a
2764,e,9.65,x,d,n,t,p,,y,8.51,16.87,,,y,,,f,f,,d,a
2765,e,7.69,p,,g,f,s,c,p,6.96,19.09,b,,u,,,f,f,,d,w
2766,e,7.83,p,,g,f,a,,w,7.06,14.57,,,w,,,f,f,,g,a
2767,e,7.05,x,y,n,f,e,c,p,4.99,9.89,,y,n,,,f,f,,d,a
2768,p,4.04,f,,n,f,x,c,n,8.46,4.41,,,p,,,f,f,,d,a
2769,p,7.03,p,g,n,f,e,,w,8.06,13.82,,y,w,u,w,t,p,,d,a
2770,e,6.88,o,,n,f,,,w,5.56,25.23,,,n,,,f,f,,d,a
2771,e,3.55,s,,y,f,a,c,y,3.62,8.19,,,w,,,f,f,,d,a
2772,e,8.25,f,y,w,f,e,c,p,18.35,12.0,,s,w,,,t,e,,g,a
2773,e,11.34,s,t,p,t,d,c,o,5.79,17.57,,,w,,,f,f,,d,u
2774,p,5.66,x,,w,f,,c,w,3.5,12.04,,,y,,,f,f,,d,a
2775,e,8.03,x,,e,f,x,c,w,6.01,16.88,,s,w,,,f,f,,d,u
2776,e,7.17,s,d,b,f,d,d,o,6.15,12.81,,,w,,,f,f,,g,w
2777,p,3.09,f,d,r,f,a,,r,4.94,5.88,,t,r,,,f,f,,g,u
2778,e,1.68,f,w,n,f,,d,k,5.33,2.61,,,w,,,f,f,,g,a
2779,p,3.27,x,t,o,f,a,c,y,5.08,5.71,,g,o,,,f,f,,g,a
2780,e,1.55,f,w,g,f,,d,g,5.21,2.5,,,w,,,f,f,,d,u
2781,p,3.98,f,l,y,f,x,d,e,5.37,5.38,,,y,,,f,f,,l,a
2782,p,5.26,s,k,y,f,p,,n,3.59,5.29,,k,n,,,t,f,,d,a
2783,p,3.47,f,t,p,f,a,,r,5.06,6.09,,t,r,,,f,f,,d,a
2784,e,10.68,x,y,n,t,e,,w,9.1,17.22,,,w,,,t,,,d,u
2785,p,1.57,b,h,n,f,a,,n,4.75,1.67,,t,n,,,f,f,,d,s
2786,e,6.22,p,y,w,f,e,c,p,5.37,12.67,,,w,,w,t,e,,m,a
2787,p,2.66,b,w,p,f,a,,r,5.39,6.29,,t,r,,,f,f,,d,a
2788,e,2.33,x,,y,f,a,c,o,2.81,8.65,,,w,,,f,f,,d,a
2789,e,2.56,s,y,n,f,d,d,p,6.19,3.78,,i,n,,,f,f,,h,u
2790,p,8.77,s,t,p,t,d,c,p,6.73,10.33,,,p,,,t,f,,d,u
2791,p,2.88,x,s,g,f,d,c,w,3.6,8.19,,,w,,,f,f,,g,u
2792,e,6.9,x,,g,f,s,c,p,6.59,19.83,b,,u,,,f,f,,d,a
2793,p,12.16,x,s,n,t,d,c,n,8.34,18.21,,,n,,,f,f,,d,a
2794,e,7.83,p,,n,f,a,,w,7.14,14.62,,,w,,,f,f,,g,u
2795,e,11.69,f,,g,f,s,c,g,8.65,21.07,b,,u,,,f,f,,g,w
2796,p,1.52,x,k,n,f,,,n,3.91,1.53,,,n,,,f,f,,d,w
2797,p,3.35,x,k,n,f,s,,p,3.99,2.75,,,n,,,f,f,p,g,u
2798,p,6.19,f,,y,f,s,d,y,4.78,13.87,,i,y,,,f,f,,d,a
2799,p,1.69,x,,n,f,,,n,4.97,2.48,,s,n,,,f,f,k,g,u
2800,e,9.48,s,s,u,f,a,,n,5.81,18.94,,,p,,,f,f,,d,a
2801,p,4.62,b,d,n,f,a,c,y,5.12,6.15,,i,y,,,t,,,d,a
2802,p,2.17,f,t,y,f,,,n,4.94,2.58,,,y,,,f,f,,g,u
2803,p,7.06,f,t,y,f,x,c,y,5.83,15.94,,,y,,,f,f,,d,a
2804,p,11.61,s,t,r,t,d,c,n,6.0,14.29,,,n,,,f,f,,d,a
2805,p,8.02,p,y,w,f,,,p,15.27,17.14,,,w,,,f,f,,d,a
2806,p,1.97,x,i,k,f,a,,p,3.51,2.57,,,w,,,f,f,p,g,u
2807,e,3.62,x,t,o,f,p,,n,4.88,10.44,,,e,,,f,f,,d,a
2808,e,2.59,x,,b,f,,d,w,6.35,5.95,,,w,,,f,f,,d,a
2809,e,6.38,p,,g,f,f,f,f,6.12,21.56,,,n,,,f,f,,d,a
2810,e,4.2,x,y,n,f,s,,y,5.59,8.27,,,w,,,f,f,,d,u
2811,e,5.73,x,s,n,f,x,c,w,6.89,9.92,,s,n,,,f,f,,l,a
2812,p,3.93,b,t,n,f,x,c,p,6.17,4.43,,i,n,,,f,f,,d,u
2813,e,5.13,f,s,b,f,x,c,w,7.57,10.18,,s,n,,,f,f,,l,s
2814,p,9.36,x,,n,f,x,c,w,9.76,10.75,r,i,w,,,f,f,,h,u
2815,e,5.63,f,h,k,f,s,d,w,3.68,9.95,,s,g,,,f,f,,d,a
2816,e,5.7,f,y,g,f,s,,w,4.35,9.02,,,w,,,f,f,,d,u
2817,p,3.47,b,w,y,f,a,,y,5.39,6.49,,t,y,,,f,f,,d,u
2818,p,0.73,x,g,n,f,a,,p,3.5,0.98,,h,k,,,f,f,,d,u
2819,e,5.54,p,,g,f,f,f,f,5.04,20.09,,,n,,,f,f,,d,s
2820,e,12.06,x,,n,f,e,,w,10.51,15.85,b,,w,u,w,t,g,,d,a
2821,e,5.17,x,,y,f,a,c,w,3.97,10.83,,,g,,,f,f,,d,a
2822,p,7.83,f,,y,f,x,c,n,7.47,12.62,,,w,,,f,f,,d,u
2823,e,13.99,x,s,y,f,d,d,w,8.19,16.48,,i,n,,,t,,w,d,a
2824,p,5.0,c,k,w,t,x,c,p,5.19,13.26,,,w,,,f,f,,g,s
2825,p,5.85,p,s,g,f,,,w,7.15,10.68,,s,w,,,t,z,,d,u
2826,e,7.03,x,,g,t,p,,g,11.07,25.32,,y,w,,,f,f,,d,u
2827,p,5.49,x,,g,f,d,c,w,4.9,8.32,b,,n,,,f,f,,d,a
2828,p,4.44,x,s,r,t,s,d,r,5.49,15.15,r,i,w,,,f,f,,d,u
2829,p,2.37,p,t,n,f,a,c,n,7.22,2.64,,t,y,,,t,e,,m,s
2830,e,5.47,x,h,g,f,a,d,n,5.49,4.98,,t,g,,,t,l,,d,a
2831,e,11.58,x,s,r,f,x,,n,5.86,21.59,,,p,,,f,f,,d,a
2832,p,3.03,f,k,w,f,s,,p,4.32,3.03,,,n,,,f,f,p,g,u
2833,p,3.43,b,t,n,f,,,n,8.21,5.65,,,w,,,t,,k,g,w
2834,p,2.59,x,g,n,f,a,,w,7.85,2.59,,,n,,,f,f,,d,a
2835,e,1.41,x,g,y,f,d,,w,5.52,1.63,,t,y,,,f,f,,g,u
2836,p,5.8,s,,e,t,d,c,b,6.65,6.7,,,n,,,f,f,,d,a
2837,e,5.76,x,h,n,f,x,c,n,5.43,6.06,,s,n,,,t,r,,d,a
2838,e,5.87,f,s,b,f,x,c,w,6.0,11.01,,s,n,,,f,f,,l,w
2839,e,12.73,f,,l,f,d,c,y,2.47,13.54,,,w,,,f,f,,d,a
2840,e,6.45,s,,n,f,d,c,w,5.51,8.14,,s,w,,,f,f,,d,u
2841,e,7.01,s,,n,f,,,w,5.89,22.78,,,n,,,f,f,,d,u
2842,e,5.08,s,w,y,f,f,f,f,3.5,10.48,,,y,,,f,f,,d,a
2843,p,6.86,x,s,r,t,s,d,r,6.34,16.99,r,i,n,,,f,f,,d,u
2844,p,7.65,x,,n,t,x,,u,9.5,21.35,s,,n,,u,f,f,,d,a
2845,e,7.22,x,,w,f,e,,w,6.37,13.4,b,,y,u,w,t,g,,d,a
2846,p,4.99,s,d,o,f,d,c,y,4.31,6.84,,,o,,,f,f,,h,u
2847,e,10.39,f,y,y,f,,,w,7.96,26.69,b,,n,,w,t,e,,d,a
2848,p,1.51,b,h,n,f,a,,n,4.08,1.49,,t,n,,,f,f,,h,u
2849,e,14.25,x,e,g,f,d,c,w,9.46,25.22,,,w,,,f,f,,d,a
2850,p,6.08,x,l,w,f,d,,w,3.63,10.34,,,w,,,f,f,,g,a
2851,e,6.93,x,t,g,f,a,d,n,6.24,5.17,,t,w,,,t,l,,d,u
2852,p,5.92,x,k,n,f,d,,n,5.22,6.44,,i,y,,,t,,,d,a
2853,p,9.41,s,h,g,t,d,,g,4.58,13.03,,,r,,,f,f,,d,a
2854,e,9.81,f,e,b,f,,c,b,4.69,19.87,,,w,,,t,f,,d,a
2855,p,4.44,x,s,y,f,a,c,y,6.23,7.45,,g,o,,,f,f,,g,a
2856,p,6.56,b,t,r,f,s,c,n,6.29,8.56,,y,l,,,t,e,u,d,u
2857,e,7.07,x,d,e,t,p,,r,5.41,11.23,,,e,,,f,f,,d,u
2858,p,0.82,x,g,e,f,a,,p,4.03,1.03,,s,k,,,f,f,,d,u
2859,e,8.61,x,t,n,t,p,,n,6.55,16.03,,,n,,w,t,p,,d,a
2860,p,3.53,x,,w,f,x,c,p,7.69,3.69,,,n,,,f,f,,d,a
2861,p,9.58,s,t,p,t,d,c,p,7.61,13.16,,,p,,,t,f,,d,u
2862,p,9.47,f,,y,f,x,c,y,7.16,18.29,,,w,,,f,f,,d,a
2863,p,4.46,f,l,n,f,x,d,e,6.2,4.85,,,y,,,f,f,,l,u
2864,p,18.8,x,g,e,f,p,,y,5.39,36.51,,,n,,,f,f,,d,w
2865,p,4.35,f,t,n,f,x,c,n,6.19,5.01,,i,g,,,f,f,,m,a
2866,e,4.05,b,g,w,f,x,d,w,4.5,3.16,,,y,,,f,f,,g,a
2867,e,7.35,x,t,y,t,x,c,y,8.22,16.33,,,w,,,f,f,,d,u
2868,p,0.99,x,g,w,f,a,d,w,3.09,1.65,,,n,,,f,f,,g,u
2869,e,11.53,f,,g,f,d,c,y,2.38,14.03,,,w,,,f,f,,d,w
2870,p,6.84,x,s,n,t,s,d,r,5.13,14.65,r,i,n,,,f,f,,d,a
2871,e,7.17,f,s,u,f,a,c,w,4.57,15.22,,,w,,,f,f,,d,a
2872,e,5.61,x,h,n,f,x,c,n,4.63,5.39,,y,n,,,t,r,,d,a
2873,e,2.68,s,y,n,f,d,d,p,8.3,3.78,,i,n,,,f,f,,l,a
2874,e,3.92,b,g,w,f,x,d,w,4.72,3.16,,,y,,,f,f,,g,u
2875,p,3.53,b,t,n,f,,,k,9.84,6.55,,,w,,,t,,k,g,a
2876,e,6.57,s,,u,f,s,c,b,6.38,18.34,,,b,,,f,f,,l,a
2877,p,2.97,b,w,p,f,a,,y,5.64,7.42,,t,y,,,f,f,,m,u
2878,e,6.57,f,s,b,f,x,c,w,6.37,9.56,,s,n,,,f,f,,l,w
2879,p,1.38,x,,n,f,,,k,4.71,2.48,,s,n,,,f,f,k,g,a
2880,p,3.98,x,t,y,f,a,c,y,5.81,6.92,,g,o,,,f,f,,g,a
2881,p,5.89,f,,g,f,d,c,w,5.3,9.76,b,,n,,,f,f,,l,w
2882,e,3.34,f,s,w,f,d,d,w,3.14,5.94,,,w,,,f,f,,g,u
2883,p,1.59,x,g,y,f,d,d,n,1.98,2.51,,s,n,,,f,f,,h,a
2884,p,8.52,x,d,o,f,a,,o,12.17,20.32,r,,y,,,t,r,n,d,a
2885,e,12.3,f,,w,f,d,c,y,2.49,14.91,,,w,,,f,f,,d,w
2886,p,3.26,x,y,n,f,a,,w,5.98,3.62,,y,n,,,t,r,,g,u
2887,p,3.65,x,i,e,f,,d,e,5.39,5.39,,,e,,,f,f,,d,u
2888,p,3.48,s,w,n,t,d,c,n,3.63,5.92,,,n,,,f,f,,d,u
2889,e,8.9,p,,g,f,a,,w,7.62,14.66,,,w,,,f,f,,g,a
2890,p,1.78,b,g,o,f,,c,n,5.59,3.07,,,n,,,f,f,,m,s
2891,e,7.94,x,,n,f,a,,w,7.35,12.53,,,w,,,f,f,,d,u
2892,p,11.61,o,,e,f,f,f,f,2.98,24.76,,g,n,,,f,f,,d,s
2893,p,9.09,f,,w,f,x,c,w,10.66,11.94,r,i,w,,,f,f,,d,a
2894,e,11.05,x,y,e,f,,,w,5.88,22.66,b,,n,,w,t,e,,d,u
2895,e,8.3,x,t,y,f,p,,y,6.71,13.82,,,y,,y,t,,,d,a
2896,e,10.77,p,i,n,t,e,,p,9.26,19.17,,y,w,,,t,p,,l,a
